,Event,Year,Gender,Position,Medal,Athlete,NOC,Time,Distance
1345,Hammer Throw,2000,M,2,Silver,Nicola Vizzoni,ITA,NaN,79.64
1346,Hammer Throw,2000,M,3,Bronze,Ihar Astapkovich,BLR,NaN,79.17
1347,Javelin Throw,2000,M,1,Gold,Jan Å½eleznÃ½,CZE,NaN,90.17
1348,Javelin Throw,2000,M,2,Silver,Steve Backley,GBR,NaN,89.85
1349,Javelin Throw,2000,M,3,Bronze,Sergey Makarov,RUS,NaN,88.67
1350,100 metres,2000,F,1,Silver,Aikaterini Thanou,GRE,11.12,NaN
1351,100 metres,2000,F,2,Silver,Tayna Lawrence,JAM,11.18,NaN
1352,100 metres,2000,F,3,Bronze,Merlene Ottey,JAM,11.19,NaN
1353,200 metres,2000,F,1,Gold,Pauline Davis-Thompson,BAH,22.27,NaN
1354,200 metres,2000,F,2,Silver,Susanthika Jayasinghe,SRI,22.28,NaN
1355,200 metres,2000,F,3,Bronze,Beverly McDonald,JAM,22.35,NaN
1356,400 metres,2000,F,1,Gold,Cathy Freeman,AUS,49.11,NaN
1357,400 metres,2000,F,2,Silver,Lorraine Graham,JAM,49.58,NaN
1358,400 metres,2000,F,3,Bronze,Katharine Merry,GBR,49.72,NaN
1359,800 metres,2000,F,1,Gold,Maria Mutola,MOZ,116.15,NaN
1360,800 metres,2000,F,2,Silver,Steffi Graf,AUT,116.64,NaN
1361,800 metres,2000,F,3,Bronze,Kelly Holmes,GBR,116.8,NaN
1362,"1,500 metres",2000,F,1,Gold,Nouria MÃ©rah-Benida,ALG,245.1,NaN
1363,"1,500 metres",2000,F,2,Silver,Violeta Szekely,ROU,245.15,NaN
1364,"1,500 metres",2000,F,3,Bronze,Gabriela Szabo,ROU,245.27,NaN
1365,"5,000 metres",2000,F,1,Gold,Gabriela Szabo,ROU,880.79,NaN
1366,"5,000 metres",2000,F,2,Silver,Sonia O'Sullivan,IRL,881.02,NaN
1367,"5,000 metres",2000,F,3,Bronze,Gete Wami,ETH,882.23,NaN
1368,"10,000 metres",2000,F,1,Gold,Derartu Tulu,ETH,1817.49,NaN
1369,"10,000 metres",2000,F,2,Silver,Gete Wami,ETH,1822.48,NaN
1370,"10,000 metres",2000,F,3,Bronze,Fernanda Ribeiro,POR,1822.88,NaN
1371,Marathon,2000,F,1,Gold,Naoko Takahashi,JPN,8594.0,NaN
1372,Marathon,2000,F,2,Silver,Lidia Èimon,ROU,8602.0,NaN
1373,Marathon,2000,F,3,Bronze,Joyce Chepchumba,KEN,8685.0,NaN
1374,Long Jump,2000,F,1,Gold,Heike Drechsler,GER,NaN,6.99
1375,Long Jump,2000,F,2,Silver,Fiona May,ITA,NaN,6.92
1376,Long Jump,2000,F,3,Bronze,Tatyana Kotova,RUS,NaN,6.83
1377,Triple Jump,2000,F,1,Gold,Tereza Marinova,BUL,NaN,15.20
1378,Triple Jump,2000,F,2,Silver,Tatyana Lebedeva,RUS,NaN,15.00
1379,Triple Jump,2000,F,3,Bronze,Olena Hovorova,UKR,NaN,14.96
1380,Shot Put,2000,F,1,Gold,Yanina Karolchyk,BLR,NaN,20.56
1381,Shot Put,2000,F,2,Silver,Larisa Peleshenko,RUS,NaN,19.92
1382,Shot Put,2000,F,3,Bronze,Astrid Kumbernuss,GER,NaN,19.62
1383,Discus Throw,2000,F,1,Gold,Elina Zverava,BLR,NaN,68.40
1384,Discus Throw,2000,F,2,Silver,Anastasia Kelesidou,GRE,NaN,65.71
1385,Discus Throw,2000,F,3,Bronze,Iryna Yatchanka,BLR,NaN,65.20
1386,Hammer Throw,2000,F,1,Gold,Kamila Skolimowska,POL,NaN,71.16
1387,Hammer Throw,2000,F,2,Silver,Olga Kuzenkova,RUS,NaN,69.77
1388,Hammer Throw,2000,F,3,Bronze,Kirsten MÃ¼nchow,GER,NaN,69.28
1389,Javelin Throw,2000,F,1,Gold,Trine Hattestad,NOR,NaN,68.91
1390,Javelin Throw,2000,F,2,Silver,Mirela Maniani-Tzelili,GRE,NaN,67.51
1391,Javelin Throw,2000,F,3,Bronze,Osleidys MenÃ©ndez,CUB,NaN,66.18
1392,100 metres,2004,M,1,Gold,Justin Gatlin,USA,9.85,NaN
1393,100 metres,2004,M,2,Silver,Francis Obikwelu,POR,9.86,NaN
1394,100 metres,2004,M,3,Bronze,Maurice Greene,USA,9.87,NaN
1395,200 metres,2004,M,1,Gold,Shawn Crawford,USA,19.79,NaN
1396,200 metres,2004,M,2,Silver,"Bernard Williams, III",USA,20.01,NaN
1397,200 metres,2004,M,3,Bronze,Justin Gatlin,USA,20.03,NaN
1398,400 metres,2004,M,1,Gold,Jeremy Wariner,USA,44.0,NaN
1399,400 metres,2004,M,2,Silver,Otis Harris,USA,44.16,NaN
1400,400 metres,2004,M,3,Bronze,Derrick Brew,USA,44.42,NaN
1401,800 metres,2004,M,1,Gold,Yury Borzakovsky,RUS,104.45,NaN
1402,800 metres,2004,M,2,Silver,Mbulaeni Mulaudzi,RSA,104.61,NaN
1403,800 metres,2004,M,3,Bronze,Wilson Kipketer,DEN,104.65,NaN
1404,"1,500 metres",2004,M,1,Gold,Hicham El Guerrouj,MAR,214.18,NaN
1405,"1,500 metres",2004,M,2,Silver,Bernard Lagat,KEN,214.3,NaN
1406,"1,500 metres",2004,M,3,Bronze,Rui Silva,POR,214.68,NaN
1407,"5,000 metres",2004,M,1,Gold,Hicham El Guerrouj,MAR,794.39,NaN
1408,"5,000 metres",2004,M,2,Silver,Kenenisa Bekele,ETH,794.59,NaN
1409,"5,000 metres",2004,M,3,Bronze,Eliud Kipchoge,KEN,795.1,NaN
1410,"10,000 metres",2004,M,1,Gold,Kenenisa Bekele,ETH,NaN,NaN
1411,"10,000 metres",2004,M,2,Silver,Sileshi Sihine,ETH,NaN,NaN
1412,"10,000 metres",2004,M,3,Bronze,Zersenay Tadese,ERI,NaN,NaN
1413,Marathon,2004,M,1,Gold,Stefano Baldini,ITA,7855.0,NaN
1414,Marathon,2004,M,2,Silver,Meb Keflezighi,USA,7889.0,NaN
1415,Marathon,2004,M,3,Bronze,Vanderlei de Lima,BRA,7931.0,NaN
1416,Long Jump,2004,M,1,Gold,Dwight Phillips,USA,NaN,8.59
1417,Long Jump,2004,M,2,Silver,John Moffitt,USA,NaN,8.47
1418,Long Jump,2004,M,3,Bronze,Joan Lino MartÃ­nez,ESP,NaN,8.32
1419,Triple Jump,2004,M,1,Gold,Christian Olsson,SWE,NaN,17.79
1420,Triple Jump,2004,M,2,Silver,Marian Oprea,ROU,NaN,17.55
1421,Triple Jump,2004,M,3,Bronze,Daniil Burkenya,RUS,NaN,17.48
1422,Shot Put,2004,M,1,Gold,Adam Nelson,USA,NaN,21.16
1423,Shot Put,2004,M,2,Silver,Joachim Olsen,DEN,NaN,21.07
1424,Shot Put,2004,M,3,Bronze,Manuel MartÃ­nez,ESP,NaN,20.84
1425,Discus Throw,2004,M,1,Gold,Virgilijus Alekna,LTU,NaN,69.89
1426,Discus Throw,2004,M,2,Silver,ZoltÃ¡n KÅvÃ¡gÃ³,HUN,NaN,67.04
1427,Discus Throw,2004,M,3,Bronze,Aleksander Tammert,EST,NaN,66.66
1428,Hammer Throw,2004,M,1,Gold,Koji Murofushi,JPN,NaN,82.91
1429,Javelin Throw,2004,M,1,Gold,Andreas Thorkildsen,NOR,NaN,86.50
1430,Javelin Throw,2004,M,2,Silver,Vadims VasiÄ¼evskis,LAT,NaN,84.95
1431,Javelin Throw,2004,M,3,Bronze,Sergey Makarov,RUS,NaN,84.84
1432,100 metres,2004,F,1,Gold,Yuliya Nestsiarenka,BLR,10.93,NaN
1433,100 metres,2004,F,2,Silver,Lauryn Williams,USA,10.96,NaN
1434,100 metres,2004,F,3,Bronze,Veronica Campbell,JAM,10.97,NaN
1435,200 metres,2004,F,1,Gold,Veronica Campbell,JAM,22.05,NaN
1436,200 metres,2004,F,2,Silver,Allyson Felix,USA,22.18,NaN
1437,200 metres,2004,F,3,Bronze,Debbie Ferguson,BAH,22.3,NaN
1438,400 metres,2004,F,1,Gold,Tonique Williams-Darling,BAH,49.41,NaN
1439,400 metres,2004,F,2,Silver,Ana Guevara,MEX,49.56,NaN
1440,400 metres,2004,F,3,Bronze,Nataliya Antyukh,RUS,49.89,NaN
1441,800 metres,2004,F,1,Gold,Kelly Holmes,GBR,116.38,NaN
1442,800 metres,2004,F,2,Silver,Hasna Benhassi,MAR,116.43,NaN
1443,800 metres,2004,F,3,Bronze,Jolanda Äeplak,SLO,116.43,NaN
1444,"1,500 metres",2004,F,1,Gold,Kelly Holmes,GBR,237.9,NaN
1445,"1,500 metres",2004,F,2,Silver,Tatyana Tomashova,RUS,238.12,NaN
1446,"1,500 metres",2004,F,3,Bronze,Maria Cioncan,ROU,238.39,NaN
1447,"5,000 metres",2004,F,1,Gold,Meseret Defar,ETH,885.65,NaN
1448,"5,000 metres",2004,F,2,Silver,Isabella Ochichi,KEN,888.19,NaN
1449,"5,000 metres",2004,F,3,Bronze,Tirunesh Dibaba,ETH,891.83,NaN
1450,"10,000 metres",2004,F,1,Gold,Xing Huina,CHN,NaN,NaN
1451,"10,000 metres",2004,F,2,Silver,Ejegayehu Dibaba,ETH,NaN,NaN
1452,"10,000 metres",2004,F,3,Bronze,Derartu Tulu,ETH,NaN,NaN
1453,Marathon,2004,F,1,Gold,Mizuki Noguchi,JPN,8780.0,NaN
1454,Marathon,2004,F,2,Silver,Catherine Ndereba,KEN,8792.0,NaN
1455,Marathon,2004,F,3,Bronze,Deena Kastor,USA,8840.0,NaN
1456,Long Jump,2004,F,1,Gold,Tatyana Lebedeva,RUS,NaN,7.07
1457,Long Jump,2004,F,2,Silver,Irina Simagina,RUS,NaN,7.05
1458,Long Jump,2004,F,3,Bronze,Tatyana Kotova,RUS,NaN,7.05
1459,Triple Jump,2004,F,1,Gold,FranÃ§oise Mbango,CMR,NaN,15.30
1460,Triple Jump,2004,F,2,Silver,Pigi Devetzi,GRE,NaN,15.25
1461,Triple Jump,2004,F,3,Bronze,Tatyana Lebedeva,RUS,NaN,15.14
1462,Shot Put,2004,F,1,Gold,Yumileidi CumbÃ¡,CUB,NaN,19.59
1463,Shot Put,2004,F,2,Silver,Nadine Kleinert,GER,NaN,19.55
1464,Discus Throw,2004,F,1,Gold,Nataliya Sadova,RUS,NaN,67.02
1465,Discus Throw,2004,F,2,Silver,Anastasia Kelesidou,GRE,NaN,66.68
1466,Discus Throw,2004,F,3,Bronze,VÄra PospÃ­Å¡ilovÃ¡-CechlovÃ¡,CZE,NaN,66.08
1467,Hammer Throw,2004,F,1,Gold,Olga Kuzenkova,RUS,NaN,75.02
1468,Hammer Throw,2004,F,2,Silver,Yipsi Moreno,CUB,NaN,73.36
1469,Hammer Throw,2004,F,3,Bronze,Yunaika Crawford,CUB,NaN,73.16
1470,Javelin Throw,2004,F,1,Gold,Osleidys MenÃ©ndez,CUB,NaN,71.53
1471,Javelin Throw,2004,F,2,Silver,Steffi Nerius,GER,NaN,65.82
1472,Javelin Throw,2004,F,3,Bronze,Mirela Maniani,GRE,NaN,64.29
1473,100 metres,2008,M,1,Gold,Usain Bolt,JAM,9.69,NaN
1474,100 metres,2008,M,2,Silver,Richard Thompson,TTO,9.89,NaN
1475,100 metres,2008,M,3,Bronze,Walter Dix,USA,9.91,NaN
1476,200 metres,2008,M,1,Gold,Usain Bolt,JAM,19.3,NaN
1477,200 metres,2008,M,2,Silver,Shawn Crawford,USA,19.96,NaN
1478,200 metres,2008,M,3,Bronze,Walter Dix,USA,19.98,NaN
1479,400 metres,2008,M,1,Gold,LaShawn Merritt,USA,43.75,NaN
1480,400 metres,2008,M,2,Silver,Jeremy Wariner,USA,44.74,NaN
1481,400 metres,2008,M,3,Bronze,David Neville,USA,44.8,NaN
1482,800 metres,2008,M,1,Gold,Wilfred Bungei,KEN,104.65,NaN
1483,800 metres,2008,M,2,Silver,Ismail Ahmed Ismail,SUD,104.7,NaN
1484,800 metres,2008,M,3,Bronze,Alfred Kirwa Yego,KEN,104.82,NaN
1485,"1,500 metres",2008,M,1,Gold,Asbel Kiprop,KEN,213.11,NaN
1486,"1,500 metres",2008,M,2,Silver,Nick Willis,NZL,214.16,NaN
1487,"1,500 metres",2008,M,3,Bronze,Mehdi Baala,FRA,214.21,NaN
1488,"5,000 metres",2008,M,1,Gold,Kenenisa Bekele,ETH,777.82,NaN
1489,"5,000 metres",2008,M,2,Silver,Eliud Kipchoge,KEN,782.8,NaN
1490,"5,000 metres",2008,M,3,Bronze,Edwin Soi,KEN,786.22,NaN
1491,"10,000 metres",2008,M,1,Gold,Kenenisa Bekele,ETH,NaN,NaN
1492,"10,000 metres",2008,M,2,Silver,Sileshi Sihine,ETH,NaN,NaN
1493,"10,000 metres",2008,M,3,Bronze,Micah Kogo,KEN,NaN,NaN
1494,Marathon,2008,M,1,Gold,Sammy Wanjiru,KEN,7592.0,NaN
1495,Marathon,2008,M,2,Silver,Jaouad Gharib,MAR,7636.0,NaN
1496,Marathon,2008,M,3,Bronze,Tsegaye Kebede,ETH,7800.0,NaN
1497,Long Jump,2008,M,1,Gold,Irving Saladino,PAN,NaN,8.34
1498,Long Jump,2008,M,2,Silver,Godfrey Khotso Mokoena,RSA,NaN,8.24
1499,Long Jump,2008,M,3,Bronze,Ibrahim Camejo,CUB,NaN,8.20
1500,Triple Jump,2008,M,1,Gold,Nelson Ãvora,POR,NaN,17.67
1501,Triple Jump,2008,M,2,Silver,Phillips Idowu,GBR,NaN,17.62
1502,Triple Jump,2008,M,3,Bronze,Leevan Sands,BAH,NaN,17.59
1503,Shot Put,2008,M,1,Gold,Tomasz Majewski,POL,NaN,21.51
1504,Shot Put,2008,M,2,Silver,Christian Cantwell,USA,NaN,21.09
1505,Shot Put,2008,M,3,Bronze,Dylan Armstrong,CAN,NaN,21.04
1506,Discus Throw,2008,M,1,Gold,Gerd Kanter,EST,NaN,68.82
1507,Discus Throw,2008,M,2,Silver,Piotr MaÅachowski,POL,NaN,67.82
1508,Discus Throw,2008,M,3,Bronze,Virgilijus Alekna,LTU,NaN,67.79
1509,Hammer Throw,2008,M,1,Gold,PrimoÅ¾ Kozmus,SLO,NaN,82.02
1510,Hammer Throw,2008,M,2,Silver,Vadzim Dzeviatouski,BLR,NaN,81.61
1511,Hammer Throw,2008,M,3,Bronze,Ivan Tsikan,BLR,NaN,81.51
1512,Javelin Throw,2008,M,1,Gold,Andreas Thorkildsen,NOR,NaN,90.57
1513,Javelin Throw,2008,M,2,Silver,AinÄrs Kovals,LAT,NaN,86.64
1514,Javelin Throw,2008,M,3,Bronze,Tero PitkÃ¤mÃ¤ki,FIN,NaN,86.16
1515,100 metres,2008,F,1,Gold,Shelly-Ann Fraser,JAM,10.78,NaN
1516,100 metres,2008,F,2,Silver,Sherone Simpson,JAM,10.98,NaN
1517,100 metres,2008,F,2,Silver,Kerron Stewart,JAM,10.98,NaN
1518,200 metres,2008,F,1,Gold,Veronica Campbell-Brown,JAM,21.74,NaN
1519,200 metres,2008,F,2,Silver,Allyson Felix,USA,21.93,NaN
1520,200 metres,2008,F,3,Bronze,Kerron Stewart,JAM,22.0,NaN
1521,400 metres,2008,F,1,Gold,Christine Ohuruogu,GBR,49.62,NaN
1522,400 metres,2008,F,2,Silver,Shericka Williams,JAM,49.69,NaN
1523,400 metres,2008,F,3,Bronze,Sanya Richards-Ross,USA,49.93,NaN
1524,800 metres,2008,F,1,Gold,Pamela Jelimo,KEN,114.87,NaN
1525,800 metres,2008,F,2,Silver,Janeth Jepkosgei,KEN,116.07,NaN
1526,800 metres,2008,F,3,Bronze,Hasna Benhassi,MAR,116.72999999999999,NaN
1527,"1,500 metres",2008,F,1,Gold,Nancy Langat,KEN,240.23,NaN
1528,"1,500 metres",2008,F,2,Silver,Iryna Lishchynska,UKR,241.63,NaN
1529,"1,500 metres",2008,F,3,Bronze,Nataliya Tobias,UKR,241.78,NaN
1530,"5,000 metres",2008,F,1,Gold,Tirunesh Dibaba,ETH,941.4,NaN
1531,"5,000 metres",2008,F,2,Silver,Meseret Defar,ETH,944.12,NaN
1532,"5,000 metres",2008,F,3,Bronze,Sylvia Kibet,KEN,944.96,NaN
1533,"10,000 metres",2008,F,1,Gold,Tirunesh Dibaba,ETH,NaN,NaN
1534,"10,000 metres",2008,F,2,Silver,Shalane Flanagan,USA,NaN,NaN
1535,"10,000 metres",2008,F,3,Bronze,Linet Masai,KEN,NaN,NaN
1536,Marathon,2008,F,1,Gold,Constantina Tomescu,ROU,8804.0,NaN
1537,Marathon,2008,F,2,Silver,Catherine Ndereba,KEN,8826.0,NaN
1538,Marathon,2008,F,3,Bronze,Zhou Chunxiu,CHN,8827.0,NaN
1539,Long Jump,2008,F,1,Gold,Maurren Maggi,BRA,NaN,7.04
1540,Long Jump,2008,F,2,Silver,Blessing Okagbare,NGR,NaN,6.91
1541,Long Jump,2008,F,3,Bronze,Chelsea Hammond,JAM,NaN,6.79
1542,Triple Jump,2008,F,1,Gold,FranÃ§oise Mbango,CMR,NaN,15.39
1543,Triple Jump,2008,F,2,Silver,Olga Rypakova,KAZ,NaN,15.11
1544,Triple Jump,2008,F,3,Bronze,Yargelis Savigne,CUB,NaN,15.05
1545,Shot Put,2008,F,1,Gold,Valerie Vili,NZL,NaN,20.56
1546,Shot Put,2008,F,2,Silver,Misleydis GonzÃ¡lez,CUB,NaN,19.50
1547,Shot Put,2008,F,3,Bronze,Gong Lijiao,CHN,NaN,19.20
1548,Discus Throw,2008,F,1,Gold,Stephanie Brown-Trafton,USA,NaN,64.74
1549,Discus Throw,2008,F,2,Silver,Olena Antonova,UKR,NaN,62.59
1550,Discus Throw,2008,F,3,Bronze,Song Aimin,CHN,NaN,62.20
1551,Hammer Throw,2008,F,1,Gold,Yipsi Moreno,CUB,NaN,75.20
1552,Hammer Throw,2008,F,2,Silver,Zhang Wenxiu,CHN,NaN,74.32
1553,Hammer Throw,2008,F,3,Bronze,ManuÃ¨la Montebrun,FRA,NaN,72.54
1554,Javelin Throw,2008,F,1,Gold,Barbora Å potÃ¡kovÃ¡,CZE,NaN,71.42
1555,Javelin Throw,2008,F,2,Silver,Christina ObergfÃ¶ll,GER,NaN,66.13
1556,Javelin Throw,2008,F,3,Bronze,Goldie Sayers,GBR,NaN,65.75
1557,100 metres,2012,M,1,Gold,Usain Bolt,JAM,9.63,NaN
1558,100 metres,2012,M,2,Silver,Yohan Blake,JAM,9.75,NaN
1559,100 metres,2012,M,3,Bronze,Justin Gatlin,USA,9.79,NaN
1560,200 metres,2012,M,1,Gold,Usain Bolt,JAM,19.32,NaN
1561,200 metres,2012,M,2,Silver,Yohan Blake,JAM,19.44,NaN
1562,200 metres,2012,M,3,Bronze,Warren Weir,JAM,19.84,NaN
1563,400 metres,2012,M,1,Gold,Kirani James,GRN,43.94,NaN
1564,400 metres,2012,M,2,Silver,LuguelÃ­n Santos,DOM,44.46,NaN
1565,400 metres,2012,M,3,Bronze,Lalonde Gordon,TTO,44.52,NaN
1566,800 metres,2012,M,1,Gold,David Rudisha,KEN,100.91,NaN
1567,800 metres,2012,M,2,Silver,Nijel Amos,BOT,101.72999999999999,NaN
1568,800 metres,2012,M,3,Bronze,Timothy Kitum,KEN,102.53,NaN
1569,"1,500 metres",2012,M,1,Gold,Taoufik Makhloufi,ALG,214.07999999999998,NaN
1570,"1,500 metres",2012,M,2,Silver,Leo Manzano,USA,214.79,NaN
1571,"1,500 metres",2012,M,3,Bronze,Abdalaati Iguider,MAR,215.13,NaN
1572,"5,000 metres",2012,M,1,Gold,Mo Farah,GBR,821.66,NaN
1573,"5,000 metres",2012,M,2,Silver,Dejen Gebremeskel,ETH,821.98,NaN
1574,"5,000 metres",2012,M,3,Bronze,Thomas Longosiwa,KEN,822.36,NaN
1575,"10,000 metres",2012,M,1,Gold,Mo Farah,GBR,NaN,NaN
1576,"10,000 metres",2012,M,2,Silver,Galen Rupp,USA,NaN,NaN
1577,"10,000 metres",2012,M,3,Bronze,Tariku Bekele,ETH,NaN,NaN
1578,Marathon,2012,M,1,Gold,Stephen Kiprotich,UGA,7681.0,NaN
1579,Marathon,2012,M,2,Silver,Abel Kirui,KEN,7707.0,NaN
1580,Marathon,2012,M,3,Bronze,Wilson Kipsang Kiprotich,KEN,7777.0,NaN
1581,Long Jump,2012,M,1,Gold,Greg Rutherford,GBR,NaN,8.31
1582,Long Jump,2012,M,2,Silver,Mitch Watt,AUS,NaN,8.16
1583,Long Jump,2012,M,3,Bronze,Will Claye,USA,NaN,8.12
1584,Triple Jump,2012,M,1,Gold,Christian Taylor,USA,NaN,17.81
1585,Triple Jump,2012,M,2,Silver,Will Claye,USA,NaN,17.62
1586,Triple Jump,2012,M,3,Bronze,Fabrizio Donato,ITA,NaN,17.48
1587,Shot Put,2012,M,1,Gold,Tomasz Majewski,POL,NaN,21.89
1588,Shot Put,2012,M,2,Silver,David Storl,GER,NaN,21.86
1589,Shot Put,2012,M,3,Bronze,Reese Hoffa,USA,NaN,21.23
1590,Discus Throw,2012,M,1,Gold,Robert Harting,GER,NaN,68.27
1591,Discus Throw,2012,M,2,Silver,Ehsan Haddadi,IRI,NaN,68.18
1592,Discus Throw,2012,M,3,Bronze,Gerd Kanter,EST,NaN,68.03
1593,Hammer Throw,2012,M,1,Gold,KrisztiÃ¡n Pars,HUN,NaN,80.59
1594,Hammer Throw,2012,M,2,Silver,PrimoÅ¾ Kozmus,SLO,NaN,79.36
1595,Hammer Throw,2012,M,3,Bronze,Koji Murofushi,JPN,NaN,78.71
1596,Javelin Throw,2012,M,1,Gold,Keshorn Walcott,TTO,NaN,84.58
1597,Javelin Throw,2012,M,2,Silver,Antti Ruuskanen,FIN,NaN,84.12
1598,Javelin Throw,2012,M,3,Bronze,VÃ­tÄzslav VeselÃ½,CZE,NaN,83.34
1599,100 metres,2012,F,1,Gold,Shelly-Ann Fraser-Pryce,JAM,10.75,NaN
1600,100 metres,2012,F,2,Silver,Carmelita Jeter,USA,10.78,NaN
1601,100 metres,2012,F,3,Bronze,Veronica Campbell-Brown,JAM,10.81,NaN
1602,200 metres,2012,F,1,Gold,Allyson Felix,USA,21.88,NaN
1603,200 metres,2012,F,2,Silver,Shelly-Ann Fraser-Pryce,JAM,22.09,NaN
1604,200 metres,2012,F,3,Bronze,Carmelita Jeter,USA,22.14,NaN
1605,400 metres,2012,F,1,Gold,Sanya Richards-Ross,USA,49.55,NaN
1606,400 metres,2012,F,2,Silver,Christine Ohuruogu,GBR,49.7,NaN
1607,400 metres,2012,F,3,Bronze,DeeDee Trotter,USA,49.72,NaN
1608,800 metres,2012,F,1,Gold,Caster Semenya,RSA,117.22999999999999,NaN
1609,800 metres,2012,F,2,Silver,Yekaterina Poistogova,RUS,117.53,NaN
1610,800 metres,2012,F,3,Bronze,Pamela Jelimo,KEN,117.59,NaN
1611,"1,500 metres",2012,F,1,Gold,Maryam Jamal,BRN,250.74,NaN
1612,"1,500 metres",2012,F,2,Silver,Tatyana Tomashova,RUS,250.9,NaN
1613,"1,500 metres",2012,F,3,Bronze,Abeba Aregawi,ETH,251.03,NaN
1614,"5,000 metres",2012,F,1,Gold,Meseret Defar,ETH,904.25,NaN
1615,"5,000 metres",2012,F,2,Silver,Vivian Cheruiyot,KEN,904.73,NaN
1616,"5,000 metres",2012,F,3,Bronze,Tirunesh Dibaba,ETH,905.15,NaN
1617,"10,000 metres",2012,F,1,Gold,Tirunesh Dibaba,ETH,NaN,NaN
1618,"10,000 metres",2012,F,2,Silver,Sally Kipyego,KEN,NaN,NaN
1619,"10,000 metres",2012,F,3,Bronze,Vivian Cheruiyot,KEN,NaN,NaN
1620,Marathon,2012,F,1,Gold,Tiki Gelana,ETH,8587.0,NaN
1621,Marathon,2012,F,2,Silver,Priscah Jeptoo,KEN,8592.0,NaN
1622,Marathon,2012,F,3,Bronze,Tatyana Petrova-Arkhipova,RUS,8609.0,NaN
1623,Long Jump,2012,F,1,Gold,Brittney Reese,USA,NaN,7.12
1624,Long Jump,2012,F,2,Silver,Yelena Sokolova,RUS,NaN,7.07
1625,Long Jump,2012,F,3,Bronze,Janay DeLoach,USA,NaN,6.89
1626,Triple Jump,2012,F,1,Gold,Olga Rypakova,KAZ,NaN,14.98
1627,Triple Jump,2012,F,2,Silver,Caterine IbargÃ¼en,COL,NaN,14.80
1628,Triple Jump,2012,F,3,Bronze,Olha Saladukha,UKR,NaN,14.79
1629,Shot Put,2012,F,1,Gold,Valerie Adams,NZL,NaN,20.70
1630,Shot Put,2012,F,2,Silver,Gong Lijiao,CHN,NaN,20.22
1631,Shot Put,2012,F,3,Bronze,Li Ling,CHN,NaN,19.63
1632,Discus Throw,2012,F,1,Gold,Sandra PerkoviÄ,CRO,NaN,69.11
1633,Discus Throw,2012,F,2,Silver,Li Yanfeng,CHN,NaN,67.22
1634,Discus Throw,2012,F,3,Bronze,Yarelis Barrios,CUB,NaN,66.38
1635,Hammer Throw,2012,F,1,Gold,Anita WÅodarczyk,POL,NaN,77.60
1636,Hammer Throw,2012,F,2,Silver,Betty Heidler,GER,NaN,77.12
1637,Hammer Throw,2012,F,3,Bronze,Zhang Wenxiu,CHN,NaN,76.34
1638,Javelin Throw,2012,F,1,Gold,Barbora Å potÃ¡kovÃ¡,CZE,NaN,69.55
1639,Javelin Throw,2012,F,2,Silver,Christina ObergfÃ¶ll,GER,NaN,65.16
1640,Javelin Throw,2012,F,3,Bronze,Linda Stahl,GER,NaN,64.91
1641,100 metres,2016,M,1,Gold,Usain Bolt,JAM,9.81,NaN
1642,100 metres,2016,M,2,Silver,Justin Gatlin,USA,9.89,NaN
1643,100 metres,2016,M,3,Bronze,Andre De Grasse,CAN,9.91,NaN
1644,200 metres,2016,M,1,Gold,Usain Bolt,JAM,19.78,NaN
1645,200 metres,2016,M,2,Silver,Andre De Grasse,CAN,20.02,NaN
1646,200 metres,2016,M,3,Bronze,Christophe Lemaitre,FRA,20.12,NaN
1647,400 metres,2016,M,1,Gold,Wayde van Niekerk,RSA,43.03,NaN
1648,400 metres,2016,M,2,Silver,Kirani James,GRN,43.76,NaN
1649,400 metres,2016,M,3,Bronze,LaShawn Merritt,USA,43.85,NaN
1650,800 metres,2016,M,1,Gold,David Rudisha,KEN,102.15,NaN
1651,800 metres,2016,M,2,Silver,Taoufik Makhloufi,ALG,102.61,NaN
1652,800 metres,2016,M,3,Bronze,Clayton Murphy,USA,102.93,NaN
1653,"1,500 metres",2016,M,1,Gold,Matthew Centrowitz,USA,230.0,NaN
1654,"1,500 metres",2016,M,2,Silver,Taoufik Makhloufi,ALG,230.11,NaN
1655,"1,500 metres",2016,M,3,Bronze,Nick Willis,NZL,230.24,NaN
1656,"5,000 metres",2016,M,1,Gold,Mo Farah,GBR,783.3,NaN
1657,"5,000 metres",2016,M,2,Silver,Paul Chelimo,USA,783.9,NaN
1658,"5,000 metres",2016,M,3,Bronze,Hagos Gebrhiwet,ETH,784.35,NaN
1659,"10,000 metres",2016,M,1,Gold,Mo Farah,GBR,NaN,NaN
1660,"10,000 metres",2016,M,2,Silver,Paul Tanui,KEN,NaN,NaN
1661,"10,000 metres",2016,M,3,Bronze,Tamirat Tola,ETH,NaN,NaN
1662,Marathon,2016,M,1,Gold,Eliud Kipchoge,KEN,7724.0,NaN
1663,Marathon,2016,M,2,Silver,Feyisa Lilesa,ETH,7794.0,NaN
1664,Marathon,2016,M,3,Bronze,Galen Rupp,USA,7805.0,NaN
1665,Long Jump,2016,M,1,Gold,Jeff Henderson,USA,NaN,8.38
1666,Long Jump,2016,M,2,Silver,Luvo Manyonga,RSA,NaN,8.37
1667,Long Jump,2016,M,3,Bronze,Greg Rutherford,GBR,NaN,8.29
1668,Triple Jump,2016,M,1,Gold,Christian Taylor,USA,NaN,17.86
